,title,manyogana,kundoku,kana
54,[題詞]（大寶元年辛丑秋九月太上天皇幸于紀<伊>國時歌）_930,朝毛吉  木人乏母  亦打山  行来跡見良武  樹人友師母,あさもよし紀人羨しも真土山行き来と見らむ紀人羨しも,",あさもよし,きひとともしも,まつちやま,ゆきくとみらむ,きひとともしも"
55,[題詞]（大寶元年辛丑秋九月太上天皇幸于紀<伊>國時歌）或本歌_947,河上乃  列々椿  都良々々尓  雖見安可受  巨勢能春野者,川上のつらつら椿つらつらに見れども飽かず巨勢の春野は,",かはかみの,つらつらつばき,つらつらに,みれどもあかず,こせのはるのは"
56,[題詞]二年壬寅太上天皇幸于参河國時歌_964,引馬野尓  仁保布榛原  入乱  衣尓保波勢  多鼻能知師尓,引間野ににほふ榛原入り乱れ衣にほはせ旅のしるしに,",,ひくまのに,にほふはりはら,いりみだれ,ころもにほはせ,たびのしるしに"
57,[題詞]（二年壬寅太上天皇幸于参河國時歌）_981,何所尓可  船泊為良武  安礼乃埼  榜多味行之  棚無小舟,いづくにか船泊てすらむ安礼の崎漕ぎ廻み行きし棚無し小舟,",いづくにか,ふなはてすらむ,あれのさき,こぎたみゆきし,たななしをぶね"
58,[題詞]譽謝女王作歌_998,流經  妻吹風之  寒夜尓  吾勢能君者  獨香宿良<武>,流らふる妻吹く風の寒き夜に我が背の君はひとりか寝らむ,",ながらふる,つまふくかぜの,さむきよに,わがせのきみは,ひとりかぬらむ"
59,[題詞]長皇子御歌_1015,暮相而  朝面無美  隠尓加  氣長妹之  廬利為里計武,宵に逢ひて朝面無み名張にか日長く妹が廬りせりけむ,",よひにあひて,あしたおもなみ,なばりにか,けながくいもが,いほりせりけむ"
60,[題詞]舎人娘子従駕作歌_1032,<大>夫之  得物矢手挿  立向  射流圓方波  見尓清潔之,大丈夫のさつ矢手挟み立ち向ひ射る圓方は見るにさやけし,",ますらをの,さつやたばさみ,たちむかひ,いるまとかたは,みるにさやけし"
61,[題詞]三野連[名闕]入唐時春日蔵首老作歌_1049,在根良  對馬乃渡  々中尓  <幣>取向而  早還許年,在り嶺よし対馬の渡り海中に幣取り向けて早帰り来ね,",ありねよし,つしまのわたり,わたなかに,ぬさとりむけて,はやかへりこね"
62,[題詞]山上臣憶良在大唐時憶本郷作歌_1066,去来子等  早日本邊  大伴乃  御津乃濱松  待戀奴良武,いざ子ども早く日本へ大伴の御津の浜松待ち恋ひぬらむ,",いざこども,はやくやまとへ,おほともの,みつのはままつ,まちこひぬらむ"
63,[題詞]慶雲三年丙午幸于難波宮時 / 志貴皇子御作歌_1083,葦邊行  鴨之羽我比尓  霜零而  寒暮夕  <倭>之所念,葦辺行く鴨の羽交ひに霜降りて寒き夕は大和し思ほゆ,",あしへゆく,かものはがひに,しもふりて,さむきゆふへは,やまとしおもほゆ"
64,[題詞]（慶雲三年丙午幸于難波宮時）長皇子御歌_1100,霰打  安良礼松原  住吉<乃>  弟日娘与  見礼常不飽香聞,霰打つ安良礼松原住吉の弟日娘女と見れど飽かぬかも,",あられうつ,あられまつばら,すみのえの,おとひをとめと,みれどあかぬかも"
65,[題詞]太上天皇幸于難波宮時歌_1117,大伴乃  高師能濱乃  松之根乎  枕宿杼  家之所偲由,大伴の高師の浜の松が根を枕き寝れど家し偲はゆ,",おほともの,たかしのはまの,まつがねを,まくらきぬれど,いへししのはゆ"
66,[題詞]（太上天皇幸于難波宮時歌）_1134,旅尓之而  物戀<之伎><尓  鶴之>鳴毛  不所聞有世者  孤悲而死萬思,旅にしてもの恋ほしきに鶴が音も聞こえずありせば恋ひて死なまし,",たびにして,ものこほしきに,たづがねも,きこえずありせば,こひてしなまし"
67,[題詞]（太上天皇幸于難波宮時歌）_1151,大伴乃  美津能濱尓有  忘貝  家尓有妹乎  忘而念哉,大伴の御津の浜なる忘れ貝家なる妹を忘れて思へや,",おほともの,みつのはまなる,わすれがひ,いへなるいもを,わすれておもへや"
68,[題詞]（太上天皇幸于難波宮時歌）_1168,草枕  客去君跡  知麻世婆  <崖>之<埴>布尓  仁寶播散麻思<呼>,草枕旅行く君と知らませば岸の埴生ににほはさましを,",くさまくら,たびゆくきみと,しらませば,きしのはにふに,にほはさましを"
69,[題詞]太上天皇幸于吉野宮時高市連黒人作歌_1185,倭尓者  鳴而歟来良武  呼兒鳥  象乃中山  呼曽越奈流,大和には鳴きてか来らむ呼子鳥象の中山呼びぞ越ゆなる,",やまとには,なきてかくらむ,よぶこどり,きさのなかやま,よびぞこゆなる"
70,[題詞]大行天皇幸于難波宮時歌_1202,倭戀  寐之不所宿尓  情無  此渚崎<未>尓  多津鳴倍思哉,大和恋ひ寐の寝らえぬに心なくこの洲崎廻に鶴鳴くべしや,",やまとこひ,いのねらえぬに,こころなく,このすさきみに,たづなくべしや"
71,[題詞]（大行天皇幸于難波宮時歌）_1219,玉藻苅  奥敝波不<榜>  敷妙<乃>  枕之邊人  忘可祢津藻,玉藻刈る沖へは漕がじ敷栲の枕のあたり忘れかねつも,",たまもかる,おきへはこがじ,しきたへの,まくらのあたり,わすれかねつも"
72,[題詞]（大行天皇幸于難波宮時歌）長皇子御歌_1236,吾妹子乎  早見濱風  倭有  吾松椿  不吹有勿勤,我妹子を早見浜風大和なる我を松椿吹かざるなゆめ,",わぎもこを,はやみはまかぜ,やまとなる,あをまつつばき,ふかざるなゆめ"
73,[題詞]大行天皇幸于吉野宮時歌_1253,見吉野乃  山下風之  寒久尓  為當也今夜毛  我獨宿牟,み吉野の山のあらしの寒けくにはたや今夜も我が独り寝む,",みよしのの,やまのあらしの,さむけくに,はたやこよひも,わがひとりねむ"
74,[題詞]（大行天皇幸于吉野宮時歌）_1270,宇治間山  朝風寒之  旅尓師手  衣應借  妹毛有勿久尓,宇治間山朝風寒し旅にして衣貸すべき妹もあらなくに,",うぢまやま,あさかぜさむし,たびにして,ころもかすべき,いももあらなくに"
75,[題詞]和銅元年戊申 / 天皇<御製>_1287,大夫之  鞆乃音為奈利  物部乃  大臣  楯立良思母,ますらをの鞆の音すなり物部の大臣盾立つらしも,",ますらをの,とものおとすなり,もののふの,おほまへつきみ,たてたつらしも"
76,[題詞]（和銅元年戊申 / 天皇<御製>）御名部皇女奉和御歌_1304,吾大王  物莫御念  須賣神乃  嗣而賜流  吾莫勿久尓,吾が大君ものな思ほし皇神の継ぎて賜へる我なけなくに,",わがおほきみ,ものなおもほし,すめかみの,つぎてたまへる,われなけなくに"
77,[題詞]和銅三年庚戌春二月従藤原宮遷于寧樂宮時御輿停長屋原<廻>望古郷<作歌>  [一書云  太上天皇御製]_1321,飛鳥  明日香能里乎  置而伊奈婆  君之當者  不所見香聞安良武  [一云  君之當乎  不見而香毛安良牟],飛ぶ鳥の明日香の里を置きて去なば君があたりは見えずかもあらむ  [一云  君があたりを見ずてかもあらむ],",とぶとりの,あすかのさとを,おきていなば,きみがあたりは,みえずかもあらむ,[きみがあたりを,みずてかもあらむ]"
78,[題詞]或本従藤原<京>遷于寧樂宮時歌_1338,天皇乃  御命畏美  柔備尓之  家乎擇  隠國乃  泊瀬乃川尓  Ｈ浮而  吾行河乃  川隈之  八十阿不落  万段  顧為乍  玉桙乃  道行晩  青<丹>吉  楢乃京師乃  佐保川尓  伊去至而  我宿有  衣乃上従  朝月夜  清尓見者  栲乃穂尓  夜之霜落  磐床等  川之<水>凝  冷夜乎  息言無久  通乍  作家尓  千代二手  来座多公与  吾毛通武,大君の  命畏み  柔びにし  家を置き  こもりくの  泊瀬の川に  舟浮けて  我が行く川の  川隈の  八十隈おちず  万たび  かへり見しつつ  玉桙の  道行き暮らし  あをによし  奈良の都の  佐保川に  い行き至りて  我が寝たる  衣の上ゆ  朝月夜  さやかに見れば  栲の穂に  夜の霜降り  岩床と  川の水凝り  寒き夜を  息むことなく  通ひつつ  作れる家に  千代までに  来ませ大君よ  我れも通はむ,",おほきみの,みことかしこみ,にきびにし,いへをおき,こもりくの,はつせのかはに,ふねうけて,わがゆくかはの,かはくまの,やそくまおちず,よろづたび,かへりみしつつ,たまほこの,みちゆきくらし,あをによし,ならのみやこの,さほかはに,いゆきいたりて,わがねたる,ころものうへゆ,あさづくよ,さやかにみれば,たへのほに,よるのしもふり,いはとこと,かはのみづこり,さむきよを,やすむことなく,かよひつつ,つくれるいへに,ちよまでに,きませおほきみよ,われもかよはむ"
79,[題詞]（或本従藤原<京>遷于寧樂宮時歌）反歌_1355,青丹吉  寧樂乃家尓者  万代尓  吾母将通  忘跡念勿,あをによし奈良の家には万代に我れも通はむ忘ると思ふな,",あをによし,ならのいへには,よろづよに,われもかよはむ,わするとおもふな"
80,[題詞]和銅五年壬子夏四月遣長田王于伊勢齊宮時山邊御井<作>歌_1372,山邊乃  御井乎見我弖利  神風乃  伊勢處女等  相見鶴鴨,山辺の御井を見がてり神風の伊勢娘子どもあひ見つるかも,",やまのへの,みゐをみがてり,かむかぜの,いせをとめども,あひみつるかも"
81,[題詞]（和銅五年壬子夏四月遣長田王于伊勢齊宮時山邊御井<作>歌）_1389,浦佐夫流  情佐麻<祢>之  久堅乃  天之四具礼能  流相見者,うらさぶる心さまねしひさかたの天のしぐれの流らふ見れば,",うらさぶる,こころさまねし,ひさかたの,あめのしぐれの,ながらふみれば"
82,[題詞]（和銅五年壬子夏四月遣長田王于伊勢齊宮時山邊御井<作>歌）_1406,海底  奥津白波  立田山  何時鹿越奈武  妹之當見武,海の底沖つ白波龍田山いつか越えなむ妹があたり見む,",わたのそこ,おきつしらなみ,たつたやま,いつかこえなむ,いもがあたりみむ"
83,[題詞]寧樂宮 / 長皇子與志貴皇子於佐紀宮倶宴歌_1423,秋去者  今毛見如  妻戀尓  鹿将鳴山曽  高野原之宇倍,秋さらば今も見るごと妻恋ひに鹿鳴かむ山ぞ高野原の上,",あきさらば,いまもみるごと,つまごひに,かなかむやまぞ,たかのはらのうへ"
0,[題詞]難波高津宮御宇天皇代  [大鷦鷯天皇  謚曰仁徳天皇] / 磐姫皇后思天皇御作歌四首_12,君之行  氣長成奴  山多都祢  迎加将行  <待尓>可将待,君が行き日長くなりぬ山尋ね迎へか行かむ待ちにか待たむ,",きみがゆき,けながくなりぬ,やまたづね,むかへかゆかむ,まちにかまたむ"
1,[題詞]（相聞 / 難波高津宮御宇天皇代  [大鷦鷯天皇  謚曰仁徳天皇] / 磐姫皇后思天皇御作歌四首）_29,如此許  戀乍不有者  高山之  磐根四巻手  死奈麻死物<呼>,かくばかり恋ひつつあらずは高山の磐根しまきて死なましものを,",かくばかり,こひつつあらずは,たかやまの,いはねしまきて,しなましものを"
2,[題詞]（相聞 / 難波高津宮御宇天皇代  [大鷦鷯天皇  謚曰仁徳天皇] / 磐姫皇后思天皇御作歌四首）_46,在管裳  君乎者将待  打靡  吾黒髪尓  霜乃置萬代日,ありつつも君をば待たむうち靡く我が黒髪に霜の置くまでに,",ありつつも,きみをばまたむ,うちなびく,わがくろかみに,しものおくまでに"
3,[題詞]（相聞 / 難波高津宮御宇天皇代  [大鷦鷯天皇  謚曰仁徳天皇] / 磐姫皇后思天皇御作歌四首）_63,秋田之  穂上尓霧相  朝霞  何時邊乃方二  我戀将息,秋の田の穂の上に霧らふ朝霞いつへの方に我が恋やまむ,",あきのたの,ほのへにきらふ,あさかすみ,いつへのかたに,あがこひやまむ"
4,[題詞]（相聞 / 難波高津宮御宇天皇代  [大鷦鷯天皇  謚曰仁徳天皇] / 磐姫皇后思天皇御作歌四首）或本歌曰_80,居明而  君乎者将待  奴婆珠<能>  吾黒髪尓  霜者零騰文,居明かして君をば待たむぬばたまの我が黒髪に霜は降るとも,",ゐあかして,きみをばまたむ,ぬばたまの,わがくろかみに,しもはふるとも"
